user	hotel
211	63
211	41
212	56
212	39
212	60
212	2
213	28
213	26
214	60
214	26
215	56
215	49
215	13
216	64
216	60
217	45
217	47
218	29
218	15
219	3
219	53
220	63
220	53
220	34
220	57
220	7
220	26
221	16
221	43
221	37
222	37
222	13
222	26
222	60
222	39
222	56
223	14
223	53
224	37
224	27
225	39
225	6
226	37
226	43
227	9
227	65
227	53
227	23
227	36
228	58
228	56
228	46
229	37
229	56
230	56
230	1
231	39
231	6
231	56
232	56
232	48
233	24
233	47
233	18
233	39
233	14
234	34
234	39
235	57
235	19
236	28
236	15
237	49
237	40
238	65
238	59
239	26
239	14
239	15
239	56
239	47
240	41
240	16
241	64
241	37
242	36
242	3
242	22
242	34
242	9
243	17
243	52
244	57
244	59
244	5
244	6
244	3
244	33
244	64
245	14
245	17
246	59
246	39
247	28
247	34
248	4
248	52
248	12
248	63
248	56
249	46
249	12
249	53
250	14
250	11
250	36
250	53
251	10
251	17
251	47
251	56
251	4
251	13
251	11
251	37
251	1
251	55
251	8
251	26
252	63
252	52
252	24
252	37
253	41
253	13
253	56
254	46
254	17
254	37
254	66
255	38
255	59
255	16
255	49
255	9
256	28
256	31
256	58
256	39
256	3
257	60
257	63
257	52
257	56
258	26
258	39
258	28
259	41
259	56
260	37
260	6
260	13
261	63
261	52
262	58
262	29
263	37
263	56
264	15
264	37
264	41
264	4
264	39
265	40
265	3
266	56
266	40
266	64
266	17
267	3
267	24
268	10
268	24
269	35
269	45
269	18
269	55
269	2
269	60
269	47
269	27
269	66
269	43
270	2
270	17
271	28
271	47
272	55
272	61
273	4
273	35
273	56
273	12
273	1
273	3
273	15
273	46
273	45
273	31
273	24
273	59
274	60
274	66
274	17
274	64
274	49
274	39
274	59
274	56
275	4
275	11
275	56
276	6
276	21
277	7
277	45
278	26
278	45
278	28
279	4
279	13
280	50
280	4
280	28
281	25
281	59
281	23
281	18
282	40
282	14
283	57
283	56
283	19
283	39
284	63
284	38
284	58
284	26
284	17
284	64
284	24
284	3
284	37
284	56
285	39
285	3
286	60
286	56
287	2
287	18
288	30
288	56
289	10
289	6
289	62
290	35
290	62
291	52
291	41
291	39
292	18
292	45
293	34
293	46
294	60
294	26
294	56
294	43
294	17
295	17
295	2
295	65
295	56
296	60
296	41
296	59
296	42
297	55
297	16
298	64
298	60
298	49
299	57
299	25
299	22
299	36
299	21
300	56
300	17
301	8
301	13
301	41
301	12
301	46
301	4
302	60
302	14
302	3
302	61
302	2
302	63
302	10
303	15
303	19
303	24
303	40
303	60
303	25
303	45
303	48
303	63
303	34
303	50
303	36
303	1
303	27
303	9
303	28
303	44
303	42
303	52
303	20
303	4
303	39
303	29
303	54
303	22
303	7
303	49
303	55
303	14
303	11
303	56
303	30
303	41
303	33
303	26
303	66
303	38
303	17
303	10
303	13
303	23
303	58
303	61
303	65
303	2
303	43
303	37
303	53
303	5
303	3
303	8
303	64
303	47
303	51
303	59
303	21
303	18
303	57
303	35
303	6
303	16
303	32
303	12
303	62
303	31
304	57
304	10
304	7
304	17
304	37
304	33
305	29
305	51
306	17
306	60
306	45
306	56
306	8
306	39
306	46
306	37
306	32
307	55
307	59
307	61
308	56
308	39
308	37
309	33
309	37
310	56
310	5
310	8
311	15
311	35
311	38
311	6
311	63
311	51
312	63
312	12
313	46
313	39
313	48
313	65
313	55
314	2
314	13
315	37
315	60
316	60
316	12
316	41
317	29
317	53
318	29
318	14
319	6
319	2
319	65
319	21
319	39
319	10
319	23
319	3
319	53
319	35
320	6
320	53
321	4
321	12
321	46
321	41
322	53
322	65
323	65
323	53
324	60
324	50
325	17
325	46
325	37
325	43
326	37
326	60
326	41
326	52
326	18
326	17
326	43
326	7
326	26
326	49
326	3
326	56
326	59
327	2
327	57
328	56
328	7
329	57
329	14
329	4
329	10
329	16
330	6
330	18
330	15
330	29
330	59
330	28
330	23
330	53
330	3
331	52
331	39
332	12
332	17
332	64
332	37
332	60
333	15
333	17
333	4
333	41
333	46
333	13
334	39
334	6
335	39
335	37
336	4
336	15
337	60
337	4
338	46
338	15
339	5
339	40
339	56
340	53
340	54
340	6
340	8
340	18
340	61
340	24
341	22
341	25
342	24
342	15
342	60
342	13
342	42
342	3
343	60
343	39
343	13
343	56
344	64
344	17
345	18
345	19
345	4
345	10
346	53
346	55
346	2
346	63
346	15
346	37
347	56
347	63
347	17
347	37
348	42
348	13
348	48
348	4
348	58
348	62
348	59
349	38
349	56
350	17
350	64
351	13
351	3
351	18
351	60
351	2
352	56
352	13
352	60
353	63
353	12
353	46
353	7
353	56
353	62
353	52
353	48
353	38
353	4
354	53
354	11
354	13
355	3
355	7
355	52
355	41
355	46
355	14
356	1
356	56
357	7
357	6
357	16
357	56
357	60
358	17
358	5
358	38
358	52
358	51
359	56
359	7
359	39
360	41
360	17
360	56
361	17
361	9
362	8
362	46
362	4
362	15
362	42
362	24
362	3
362	13
362	12
363	26
363	12
363	46
363	24
363	3
364	41
364	59
365	60
365	56
365	38
366	56
366	10
366	60
367	39
367	56
367	60
368	21
368	6
368	57
368	18
368	20
368	10
369	2
369	55
370	26
370	4
371	55
371	2
372	56
372	17
372	53
373	3
373	46
373	38
373	56
373	37
373	64
374	6
374	57
375	45
375	33
375	50
375	28
375	30
375	39
376	58
376	59
376	10
376	47
376	48
377	17
377	60
378	39
378	59
378	2
379	17
379	32
380	45
380	6
380	16
380	52
380	15
380	5
380	48
380	60
381	44
381	5
381	19
382	45
382	28
382	4
382	9
382	42
382	27
382	24
382	47
382	6
382	18
382	55
382	3
382	30
383	17
383	3
383	60
384	26
384	56
385	6
385	29
386	56
386	37
386	15
387	7
387	15
388	53
388	8
388	59
389	37
389	17
390	60
390	56
390	17
391	20
391	61
391	55
392	66
392	30
392	22
392	5
392	1
392	53
392	24
393	17
393	46
394	58
394	28
394	55
394	2
394	6
394	35
394	33
394	39
395	17
395	56
396	24
396	51
397	36
397	30
397	2
398	10
398	6
399	15
399	4
399	13
400	48
400	66
401	45
401	41
401	51
402	13
402	37
402	66
403	56
403	26
403	17
404	56
404	17
405	8
405	2
405	39
405	61
405	24
405	65
405	55
406	37
406	39
407	35
407	66
407	36
407	8
407	55
407	43
407	46
407	2
407	47
407	17
407	1
407	20
407	60
408	61
408	47
408	60
408	56
409	16
409	59
409	41
409	42
410	18
410	56
411	13
411	60
412	37
412	63
413	2
413	45
413	39
414	39
414	2
414	14
414	21
414	25
414	18
414	53
414	20
414	57
415	17
415	64
415	56
415	66
416	56
416	17
417	47
417	57
417	6
417	25
418	47
418	56
419	4
419	13
420	10
420	66
421	43
421	38
421	47
422	4
422	60
423	34
423	51
423	17
424	4
424	49
425	19
425	16
425	57
426	37
426	60
427	39
427	11
428	38
428	53
428	10
429	46
429	56
430	17
430	60
430	37
430	46
430	50
430	56
431	60
431	17
431	13
432	56
432	37
433	56
433	4
434	47
434	3
434	23
434	6
434	14
435	37
435	48
435	62
436	27
436	8
436	55
436	10
436	18
437	2
437	46
438	55
438	17
439	56
439	60
440	54
440	60
441	19
441	57
442	14
442	45
442	6
442	7
442	10
442	18
443	50
443	49
443	56
443	13
443	16
443	17
443	60
444	66
444	17
444	52
444	56
445	17
445	13
445	27
445	37
446	56
446	17
447	17
447	49
447	64
447	38
447	56
447	60
447	54
447	35
447	50
448	35
448	56
449	37
449	34
450	33
450	12
450	49
450	31
451	3
451	17
452	26
452	15
453	47
453	39
453	19
454	56
454	17
454	63
454	37
455	55
455	39
455	45
455	17
456	59
456	12
456	17
457	49
457	16
458	6
458	23
459	39
459	60
459	17
459	7
459	62
459	56
460	64
460	7
461	61
461	60
461	55
461	49
461	66
461	59
461	17
461	27
461	42
462	56
462	37
462	17
463	56
463	43
464	12
464	51
465	51
465	60
466	46
466	53
467	26
467	23
468	44
468	53
469	15
469	6
469	60
469	12
469	52
470	5
470	37
470	58
470	1
470	59
470	39
470	14
470	56
470	12
470	60
470	7
471	3
471	2
472	39
472	6
472	18
473	15
473	60
474	18
474	26
475	29
475	25
475	36
475	1
475	53
476	17
476	13
476	30
476	66
477	11
477	29
477	45
477	9
477	2
477	6
478	56
478	43
479	50
479	49
479	61
480	61
480	55
481	18
481	37
481	49
481	13
481	26
481	51
482	26
482	53
483	59
483	17
483	18
483	56
483	60
483	37
484	51
484	66
485	56
485	17
486	51
486	63
486	39
487	42
487	26
488	7
488	17
488	60
488	51
489	14
489	23
489	3
489	61
489	47
489	66
489	43
490	14
490	56
491	63
491	18
492	32
492	42
492	36
492	50
492	11
492	65
492	30
492	8
492	2
492	47
493	64
493	32
494	37
494	19
495	16
495	46
495	23
496	63
496	17
496	56
497	39
497	2
497	7
497	66
498	57
498	21
498	22
499	62
499	33
500	14
500	28
500	60
501	59
501	46
501	41
502	52
502	59
502	50
502	60
503	45
503	34
503	51
503	56
504	65
504	53
504	36
504	28
504	29
505	31
505	44
505	53
506	17
506	56
506	46
507	64
507	34
507	38
507	37
507	63
508	61
508	39
509	55
509	59
509	60
510	15
510	39
510	53
510	25
510	10
510	24
511	30
511	60
511	17
512	18
512	37
512	46
512	17
513	6
513	13
513	3
514	26
514	37
514	56
515	39
515	16
516	10
516	6
517	5
517	19
518	64
518	38
518	37
518	54
519	39
519	59
519	56
520	60
520	17
521	60
521	56
521	4
521	1
521	15
522	18
522	60
523	28
523	60
523	43
523	66
523	26
523	56
523	46
523	17
524	24
524	65
524	13
525	37
525	49
525	32
526	26
526	56
527	63
527	59
527	39
528	60
528	16
528	46
528	39
528	28
529	43
529	17
529	59
529	26
530	14
530	66
530	59
530	17
530	37
530	24
530	63
530	15
530	40
530	26
530	49
530	54
530	42
531	46
531	41
531	9
532	7
532	28
533	12
533	51
533	62
533	4
534	14
534	29
534	6
535	4
535	64
535	6
535	41
536	10
536	3
536	39
537	28
537	39
537	17
538	13
538	41
539	37
539	56
539	43
539	5
539	51
540	6
540	10
540	24
541	53
541	55
542	35
542	28
542	62
543	2
543	3
543	49
543	46
543	45
543	6
543	47
544	58
544	42
545	35
545	40
545	2
545	30
546	35
546	41
546	4
546	12
546	60
547	58
547	46
548	39
548	6
549	27
549	17
550	55
550	18
550	39
550	45
550	2
550	47
551	18
551	37
551	63
552	39
552	59
552	60
552	56
552	37
553	56
553	34
553	7
553	66
553	60
553	17
553	37
553	26
554	8
554	4
555	60
555	46
555	26
555	17
555	56
555	49
556	65
556	37
556	17
557	43
557	56
558	43
558	52
559	60
559	43
559	56
560	50
560	59
561	10
561	38
561	35
562	8
562	61
563	55
563	14
563	6
564	6
564	47
564	32
564	35
564	26
565	47
565	66
565	2
565	39
566	59
566	39
566	5
566	47
566	45
567	17
567	59
568	4
568	48
569	39
569	56
570	19
570	57
571	46
571	29
571	12
571	4
572	55
572	17
572	39
573	37
573	1
573	26
574	39
574	6
575	15
575	59
575	12
576	4
576	60
576	17
576	37
577	10
577	2
577	6
577	13
578	39
578	46
578	13
578	52
579	26
579	7
579	55
579	59
579	56
579	48
580	52
580	39
580	47
581	2
581	61
582	62
582	53
582	33
583	7
583	41
583	46
583	37
584	14
584	44
584	57
584	6
584	7
585	15
585	60
586	23
586	53
586	60
586	10
586	37
587	41
587	16
587	66
587	62
587	13
587	64
587	35
587	49
588	24
588	18
588	29
588	2
588	14
588	11
588	55
588	6
589	56
589	17
589	46
589	43
589	26
589	60
590	39
590	7
590	10
590	13
591	21
591	57
591	10
591	37
591	6
591	20
592	57
592	29
592	60
593	61
593	55
593	6
594	46
594	63
594	52
594	60
594	37
594	28
594	56
594	43
594	26
595	4
595	16
595	13
595	7
595	32
595	56
595	3
595	49
595	46
595	60
595	34
595	37
595	17
595	41
596	37
596	43
596	58
596	41
596	32
596	28
596	56
596	52
597	60
597	49
597	59
598	10
598	55
598	39
599	29
599	15
599	56
600	60
600	66
600	16
601	5
601	57
601	44
602	18
602	2
602	6
602	39
603	61
603	56
603	43
603	64
603	60
603	54
603	26
603	17
604	3
604	41
604	13
604	48
604	24
605	16
605	17
606	61
606	13
606	59
606	29
607	20
607	10
607	53
608	46
608	56
608	37
609	55
609	7
609	37
609	34
609	45
609	58
609	28
610	63
610	45
611	48
611	56
611	37
611	32
612	29
612	58
613	37
613	17
614	56
614	42
615	43
615	47
616	13
616	6
616	64
616	32
617	41
617	7
617	18
618	66
618	47
618	3
618	39
618	56
618	24
618	42
619	14
619	60
619	12
620	63
620	56
620	60
620	32
620	48
620	15
620	38
621	17
621	4
621	59
621	60
621	58
621	56
622	43
622	60
623	56
623	14
624	40
624	45
624	32
624	46
625	30
625	9
625	65
625	11
625	27
626	35
626	56
627	12
627	4
627	15
627	41
628	63
628	4
628	66
628	13
629	3
629	28
630	29
630	6
631	16
631	5
632	14
632	4
632	7
633	1
633	2
633	65
633	3
633	10
633	58
633	59
633	53
633	42
633	31
633	29
633	36
634	39
634	17
635	33
635	66
636	56
636	17
637	12
637	16
637	41
637	46
638	63
638	23
639	39
639	15
639	8
639	56
639	31
639	25
639	36
639	11
640	37
640	26
641	11
641	47
642	17
642	11
642	2
642	1
642	32
642	9
643	2
643	14
644	37
644	17
645	26
645	56
646	55
646	62
647	6
647	56
647	57
648	45
648	63
648	53
649	47
649	58
649	45
649	37
650	43
650	39
650	56
650	6
650	10
650	13
650	14
651	16
651	17
651	60
651	56
652	16
652	53
652	30
652	7
652	6
652	14
653	60
653	56
653	17
654	10
654	53
655	14
655	10
655	5
655	6
656	49
656	4
657	61
657	66
658	60
658	56
658	3
659	55
659	47
659	18
659	2
659	13
659	45
659	39
660	46
660	60
660	17
661	33
661	41
661	51
661	12
662	45
662	56
663	56
663	65
664	6
664	47
665	37
665	64
665	38
666	42
666	24
666	60
667	64
667	35
667	3
668	37
668	40
668	17
669	45
669	58
669	49
670	61
670	47
671	27
671	39
671	11
671	24
671	6
671	14
672	26
672	59
673	16
673	11
673	60
673	14
673	55
673	18
673	57
673	56
673	2
673	37
674	29
674	7
674	3
674	18
674	31
675	37
675	17
676	19
676	57
676	39
676	6
677	38
677	64
677	43
677	60
677	37
677	41
677	46
678	9
678	6
679	14
679	11
680	40
680	54
680	56
680	62
680	7
680	66
680	35
680	37
680	63
681	52
681	13
681	42
681	66
682	60
682	12
683	53
683	13
683	2
683	8
684	49
684	59
685	55
685	66
685	2
686	13
686	3
686	42
686	39
687	55
687	29
688	3
688	17
688	57
688	18
688	66
688	28
688	52
688	58
689	37
689	26
690	59
690	7
691	59
691	39
692	59
692	48
692	56
693	2
693	39
693	10
693	13
694	56
694	60
694	17
695	20
695	53
695	11
696	41
696	51
696	15
696	59
697	37
697	52
698	26
698	17
699	9
699	14
699	12
699	52
699	59
700	50
700	5
701	17
701	56
701	38
701	34
701	32
701	60
702	35
702	51
702	6
703	37
703	42
703	44
703	33
703	3
703	60
704	44
704	57
705	37
705	32
706	13
706	26
706	45
706	30
707	13
707	59
707	39
707	56
707	60
707	49
708	56
708	2
709	56
709	8
710	6
710	14
711	3
711	7
712	24
712	28
712	39
712	14
712	46
712	11
712	18
712	6
713	12
713	35
714	12
714	62
715	55
715	39
716	62
716	41
716	2
717	61
717	41
717	12
717	60
717	15
717	59
717	46
718	17
718	62
718	59
718	58
718	37
718	60
718	56
719	2
719	47
720	39
720	9
720	31
720	13
720	36
721	27
721	57
721	20
722	23
722	17
723	27
723	2
723	8
724	9
724	7
724	59
724	56
724	17
724	12
724	19
724	4
724	33
724	60
725	2
725	66
725	15
726	39
726	10
726	57
727	4
727	56
728	26
728	63
729	37
729	14
729	17
730	28
730	7
731	60
731	39
731	13
731	49
732	45
732	10
732	6
732	49
732	39
733	17
733	60
734	26
734	52
735	33
735	18
735	6
736	60
736	37
737	33
737	12
738	62
738	13
739	9
739	45
739	35
739	40
739	54
739	23
739	63
739	60
739	2
739	49
739	41
739	28
739	3
740	66
740	7
741	3
741	55
741	15
741	4
742	66
742	56
742	34
743	1
743	29
744	63
744	15
744	35
745	58
745	57
745	2
746	14
746	3
746	24
747	18
747	17
747	2
747	39
747	56
747	45
748	32
748	64
749	6
749	39
750	39
750	60
750	43
750	17
750	56
750	7
750	26
751	56
751	32
752	25
752	10
752	20
753	17
753	12
753	40
753	60
754	29
754	37
754	61
755	51
755	56
756	21
756	25
757	38
757	65
758	25
758	29
758	2
759	6
759	11
759	30
759	14
759	18
760	59
760	37
760	17
761	31
761	2
762	6
762	61
762	26
762	18
762	10
762	53
762	2
762	20
763	4
763	50
763	7
763	66
764	48
764	42
765	22
765	10
765	20
765	9
766	60
766	19
766	56
766	39
766	30
766	57
767	15
767	32
767	38
768	7
768	61
769	39
769	45
770	60
770	56
770	42
770	28
770	37
771	46
771	55
771	61
771	39
771	66
772	46
772	4
773	49
773	17
773	60
773	56
773	18
773	46
773	26
773	64
774	55
774	66
774	2
774	49
775	56
775	17
776	26
776	37
777	63
777	60
777	59
777	34
777	56
777	37
777	66
777	26
777	17
778	17
778	19
778	6
779	29
779	2
779	18
779	50
779	8
779	61
779	60
779	56
779	33
779	1
779	53
780	48
780	47
781	18
781	13
781	56
781	42
781	23
781	65
781	6
781	3
781	24
781	60
782	56
782	39
782	46
782	48
782	66
782	17
782	33
782	45
782	35
782	2
783	12
783	7
783	60
783	3
783	13
783	2
783	17
783	56
783	46
784	53
784	39
784	36
784	23
785	56
785	59
785	37
785	13
786	17
786	56
787	15
787	51
787	63
787	59
788	56
788	60
789	12
789	39
789	63
789	16
789	34
790	66
790	56
790	1
791	41
791	4
792	16
792	28
792	41
792	13
792	55
793	6
793	53
794	56
794	2
795	13
795	12
795	60
795	17
796	20
796	26
796	17
797	10
797	16
798	56
798	60
799	18
799	24
799	2
799	39
800	13
800	39
800	63
800	52
801	19
801	45
801	55
802	46
802	38
802	37
802	4
803	2
803	51
804	49
804	57
805	37
805	9
805	63
806	37
806	17
806	41
806	55
806	60
807	4
807	15
808	32
808	45
808	38
808	18
809	10
809	14
809	57
810	16
810	46
810	50
810	41
810	60
811	60
811	41
812	61
812	28
812	62
812	46
812	37
812	66
812	3
812	15
812	6
812	56
813	60
813	17
813	37
814	46
814	59
815	39
815	56
816	39
816	52
816	56
817	37
817	17
817	60
817	66
817	59
818	24
818	14
818	57
818	47
818	39
819	56
819	7
820	59
820	30
821	39
821	56
821	37
822	2
822	49
823	49
823	16
823	66
824	39
824	60
824	55
825	60
825	56
826	26
826	47
826	28
827	47
827	63
828	63
828	19
829	26
829	28
830	35
830	41
831	41
831	16
831	17
831	26
831	56
831	28
832	6
832	42
833	30
833	36
833	23
834	62
834	49
834	37
834	41
834	33
834	63
834	26
834	2
834	60
834	12
834	45
834	56
835	12
835	46
835	41
835	15
835	4
836	62
836	4
836	13
836	29
836	35
836	17
836	53
836	26
836	39
836	45
837	35
837	38
837	56
838	8
838	3
838	18
838	66
838	39
839	7
839	5
839	10
839	60
839	52
839	13
839	39
839	44
840	41
840	15
840	60
840	38
840	10
840	39
840	6
840	58
841	59
841	39
842	4
842	42
842	46
843	60
843	56
843	17
844	17
844	5
844	3
844	35
844	62
845	37
845	17
846	24
846	47
846	10
847	37
847	8
847	24
847	30
847	42
848	26
848	17
848	56
849	17
849	39
850	39
850	47
850	56
850	10
850	57
850	37
850	50
850	58
850	26
851	56
851	3
852	12
852	37
852	22
852	53
853	44
853	31
854	19
854	37
854	4
854	59
855	52
855	2
855	39
855	45
855	47
855	17
856	37
856	53
856	12
857	63
857	64
857	35
858	40
858	66
858	16
858	35
858	6
859	23
859	26
859	17
859	59
859	7
859	58
860	14
860	25
860	23
860	65
860	53
861	56
861	17
861	66
861	60
862	61
862	18
863	57
863	5
863	37
863	60
864	26
864	56
864	50
865	12
865	59
865	55
865	56
866	2
866	48
867	61
867	55
867	15
868	51
868	34
869	23
869	8
869	65
869	3
870	5
870	37
870	44
871	37
871	62
871	33
871	34
872	35
872	54
872	38
873	39
873	13
873	45
873	48
873	7
873	12
873	62
874	62
874	41
875	32
875	56
875	43
876	56
876	7
876	60
877	30
877	50
878	16
878	64
878	41
878	56
878	34
878	35
878	37
878	38
879	60
879	56
879	17
880	11
880	36
881	23
881	6
882	39
882	13
882	51
883	62
883	56
883	51
884	34
884	13
885	38
885	7
886	51
886	49
886	17
886	4
886	38
886	15
886	60
887	46
887	59
888	45
888	59
888	60
888	7
888	17
888	39
888	28
888	2
888	26
888	66
889	45
889	60
889	64
889	34
889	56
889	37
889	17
889	51
889	49
889	35
889	2
889	63
889	18
889	66
890	26
890	59
891	46
891	12
892	26
892	56
892	61
892	37
893	53
893	23
893	39
894	64
894	63
894	28
894	66
895	17
895	18
895	37
896	60
896	46
897	13
897	3
898	57
898	56
898	19
898	1
899	39
899	62
900	54
900	39
900	18
900	33
900	50
900	55
900	19
900	2
900	47
900	32
901	56
901	37
902	21
902	53
903	42
903	63
903	56
904	63
904	34
905	59
905	52
905	38
906	8
906	1
907	41
907	6
907	55
907	62
907	35
908	63
908	23
909	60
909	46
909	17
910	26
910	45
911	55
911	2
911	17
911	60
912	55
912	59
912	26
913	61
913	65
914	55
914	16
915	53
915	14
915	11
915	36
915	21
915	25
916	9
916	59
916	11
917	49
917	59
917	56
917	23
917	38
918	37
918	7
918	39
919	17
919	56
920	5
920	57
921	56
921	51
921	17
921	13
921	63
921	59
922	4
922	3
922	59
923	60
923	6
923	29
